SalesOrderNumber,SalesOrderLineNumber,ProductKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
RS40373,6,42,35,13,1,1,2,20241025,20241106,20241102,1,1739.71,1739.71,0.0,1576.33,1576.33,1739.71,130.48,53.52,TRK960263,RESPO493817
RS40374,4,63,16,9,1,3,5,20240428,20240515,20240430,10,32.46,324.6,0.0,21.38,213.8,324.6,24.35,6.02,TRK792085,RESPO240534
RS40375,4,31,33,13,1,1,2,20240129,20240217,20240206,4,607.14,2428.56,0.0,496.89,1987.56,2428.56,182.14,109.13,TRK529768,RESPO104913
RS40376,6,32,22,5,1,4,6,20250121,20250207,20250129,2,568.17,1136.34,0.0,500.36,1000.72,1136.34,85.23,49.15,TRK180261,RESPO136660
RS40376,3,60,7,12,3,2,4,20241208,20241221,20241214,20,35.89,717.8,71.78,20.78,415.6,646.02,48.45,21.8,TRK144935,RESPO491438
RS40376,1,5,8,4,2,4,6,20240102,20240113,20240106,6,1564.21,9385.26,469.26,1294.67,7768.02,8916.0,668.7,175.98,TRK610243,RESPO540085
RS40377,4,55,14,5,3,1,3,20240926,20241004,20241006,15,35.02,525.3,52.53,23.6,354.0,472.77,35.46,17.58,TRK891651,RESPO707137
RS40378,4,41,15,5,2,1,3,20250811,20250822,20250813,1,1733.34,1733.34,86.67,1425.74,1425.74,1646.67,123.5,70.65,TRK697339,RESPO282138
RS40378,3,65,12,11,1,3,5,20241003,20241011,20241008,15,49.64,744.6,0.0,28.43,426.45,744.6,55.84,33.87,TRK971532,RESPO971820
RS40379,2,69,22,12,1,4,6,20250517,20250524,20250525,12,23.46,281.52,0.0,14.58,174.96,281.52,21.11,5.44,TRK945198,RESPO679648
RS40379,1,16,36,5,3,1,3,20241004,20241014,20241010,4,407.91,1631.64,163.16,321.39,1285.56,1468.48,110.14,61.89,TRK318381,RESPO719338
RS40380,3,67,33,3,1,1,2,20250715,20250730,20250720,15,49.63,744.45,0.0,28.93,433.95,744.45,55.83,23.41,TRK867870,RESPO345404
RS40381,5,52,14,8,1,1,3,20240914,20240921,20240917,12,15.56,186.72,0.0,8.05,96.6,186.72,14.0,3.42,TRK466064,RESPO302376
RS40382,2,54,33,3,1,1,2,20250209,20250216,20250215,8,33.08,264.64,0.0,21.77,174.16,264.64,19.85,5.2,TRK171114,RESPO787036
RS40383,1,30,11,5,1,1,3,20251030,20251110,20251105,5,532.71,2663.55,0.0,476.63,2383.15,2663.55,199.77,73.15,TRK169504,RESPO120636
RS40383,2,64,4,12,2,2,4,20240612,20240702,20240622,5,32.57,162.85,8.14,23.51,117.55,154.71,11.6,3.79,TRK774492,RESPO178940
RS40384,4,62,4,12,4,2,4,20240527,20240603,20240606,5,36.85,184.25,27.64,22.11,110.55,156.61,11.75,3.14,TRK597726,RESPO258359
RS40385,3,33,25,12,1,2,4,20250117,20250205,20250121,2,593.93,1187.86,0.0,507.46,1014.92,1187.86,89.09,21.07,TRK294534,RESPO403680
RS40386,1,34,1,9,1,3,5,20240420,20240430,20240426,2,538.63,1077.26,0.0,449.62,899.24,1077.26,80.79,36.28,TRK501155,RESPO651383
RS40387,6,13,28,13,1,1,2,20240113,20240130,20240117,2,417.24,834.48,0.0,301.9,603.8,834.48,62.59,16.88,TRK158815,RESPO258803
RS40387,6,5,3,7,3,1,1,20240830,20240908,20240902,3,1564.21,4692.63,469.26,1294.67,3884.01,4223.37,316.75,121.14,TRK698989,RESPO477897
RS40388,1,53,13,14,1,1,2,20241213,20241220,20241216,15,33.96,509.4,0.0,22.5,337.5,509.4,38.2,15.93,TRK618974,RESPO355218
RS40389,1,43,9,12,3,2,4,20240809,20240826,20240818,1,1688.85,1688.85,168.88,1415.45,1415.45,1519.97,114.0,55.53,TRK280003,RESPO268031
RS40390,1,14,6,6,3,1,2,20250802,20250819,20250810,5,363.46,1817.3,181.73,290.0,1450.0,1635.57,122.67,26.9,TRK619689,RESPO249458
RS40390,4,16,12,1,1,3,5,20241013,20241021,20241017,3,407.91,1223.73,0.0,321.39,964.17,1223.73,91.78,50.2,TRK673736,RESPO946980
RS40390,2,61,5,12,1,2,4,20240907,20240927,20240912,12,36.76,441.12,0.0,22.14,265.68,441.12,33.08,12.9,TRK896473,RESPO416181
RS40391,2,17,19,12,1,2,4,20251025,20251104,20251031,3,391.05,1173.15,0.0,333.47,1000.41,1173.15,87.99,33.91,TRK892019,RESPO186279
RS40392,2,3,10,11,2,3,5,20250401,20250414,20250403,3,1643.93,4931.79,246.59,1439.58,4318.74,4685.2,351.39,201.11,TRK318359,RESPO807162
RS40393,4,54,12,11,1,3,5,20240513,20240529,20240519,10,33.08,330.8,0.0,21.77,217.7,330.8,24.81,10.41,TRK855184,RESPO684257
RS40394,4,18,2,12,3,2,4,20250102,20250109,20250106,3,381.25,1143.75,114.38,312.58,937.74,1029.37,77.2,36.49,TRK210906,RESPO211464
RS40395,4,15,37,10,2,1,2,20240403,20240422,20240409,5,410.41,2052.05,102.6,315.14,1575.7,1949.45,146.21,40.89,TRK868089,RESPO736118
RS40396,4,53,35,10,2,1,2,20250610,20250623,20250612,12,33.96,407.52,20.38,22.5,270.0,387.14,29.04,14.95,TRK110141,RESPO624497
RS40397,6,35,34,5,1,4,6,20250607,20250622,20250610,4,546.42,2185.68,0.0,467.94,1871.76,2185.68,163.93,90.1,TRK691978,RESPO214856
RS40398,1,5,37,13,2,1,2,20250803,20250810,20250811,3,1564.21,4692.63,234.63,1294.67,3884.01,4458.0,334.35,87.25,TRK699031,RESPO872776
RS40399,3,26,34,7,4,4,6,20251002,20251012,20251008,5,1722.43,8612.15,1291.82,1447.45,7237.25,7320.33,549.02,142.56,TRK666579,RESPO382083
RS40400,5,56,33,10,3,1,2,20240210,20240225,20240218,12,37.4,448.8,44.88,21.17,254.04,403.92,30.29,13.19,TRK434035,RESPO387646
RS40401,6,24,28,6,3,1,2,20240621,20240709,20240630,6,1646.67,9880.02,988.0,1464.07,8784.42,8892.02,666.9,153.9,TRK819657,RESPO878613
RS40402,1,2,10,11,1,3,5,20240801,20240808,20240811,3,1526.98,4580.94,0.0,1338.0,4014.0,4580.94,343.57,190.79,TRK644207,RESPO495211
RS40403,5,38,16,15,1,3,5,20240423,20240509,20240426,4,1759.17,7036.68,0.0,1457.25,5829.0,7036.68,527.75,256.32,TRK227211,RESPO364369
RS40403,6,52,8,13,1,4,6,20240404,20240413,20240409,5,15.56,77.8,0.0,8.05,40.25,77.8,5.83,2.21,TRK245609,RESPO818810
RS40403,6,26,32,12,3,2,4,20251120,20251204,20251122,6,1722.43,10334.58,1033.46,1447.45,8684.7,9301.12,697.58,312.68,TRK507062,RESPO109339
RS40403,5,44,35,10,4,1,2,20240325,20240407,20240403,5,576.77,2883.85,432.58,461.7,2308.5,2451.27,183.85,117.66,TRK370546,RESPO507380
RS40404,2,6,16,1,3,3,5,20250826,20250908,20250829,1,1512.69,1512.69,151.27,1401.2,1401.2,1361.42,102.11,44.96,TRK201482,RESPO858133
RS40405,5,58,16,1,1,3,5,20240328,20240414,20240404,5,37.61,188.05,0.0,23.3,116.5,188.05,14.1,4.92,TRK828029,RESPO371725
RS40406,6,65,22,3,4,4,6,20241112,20241123,20241114,15,49.64,744.6,111.69,28.43,426.45,632.91,47.47,12.82,TRK171736,RESPO480652
RS40407,5,42,14,5,1,1,3,20240131,20240216,20240206,3,1739.71,5219.13,0.0,1576.33,4728.99,5219.13,391.43,159.84,TRK397149,RESPO710276
RS40408,3,52,18,4,1,1,1,20240224,20240316,20240226,12,15.56,186.72,0.0,8.05,96.6,186.72,14.0,3.42,TRK949465,RESPO246044
RS40409,3,12,35,14,3,1,2,20251030,20251106,20251103,2,1157.64,2315.28,231.53,897.63,1795.26,2083.75,156.28,47.48,TRK510079,RESPO247574
RS40410,2,68,3,4,3,1,1,20250523,20250606,20250528,15,23.53,352.95,35.3,13.97,209.55,317.65,23.82,7.68,TRK928027,RESPO475926
RS40411,1,53,13,10,4,1,2,20240815,20240826,20240818,8,33.96,271.68,40.75,22.5,180.0,230.93,17.32,6.25,TRK267216,RESPO749860
RS40412,6,18,7,12,1,2,4,20250304,20250316,20250311,1,381.25,381.25,0.0,312.58,312.58,381.25,28.59,18.24,TRK691880,RESPO118768
RS40413,4,51,19,12,1,2,4,20250908,20250921,20250910,5,5.31,26.55,0.0,2.07,10.35,26.55,1.99,0.56,TRK156394,RESPO189394
RS40413,2,32,9,12,1,2,4,20240401,20240411,20240405,4,568.17,2272.68,0.0,500.36,2001.44,2272.68,170.45,91.63,TRK695379,RESPO870711
RS40413,6,9,28,10,1,1,2,20251101,20251113,20251103,1,1134.86,1134.86,0.0,963.57,963.57,1134.86,85.11,52.95,TRK621937,RESPO871152
RS40413,3,56,28,10,4,1,2,20240921,20241008,20240925,8,37.4,299.2,44.88,21.17,169.36,254.32,19.07,6.59,TRK251337,RESPO561170
RS40414,2,29,27,11,3,3,5,20240126,20240202,20240202,4,533.41,2133.64,213.36,503.82,2015.28,1920.28,144.02,36.0,TRK623470,RESPO854113
RS40415,4,40,14,8,1,1,3,20241224,20250106,20250103,2,1651.91,3303.82,0.0,1421.92,2843.84,3303.82,247.79,114.12,TRK277290,RESPO271108
RS40416,4,13,21,12,1,4,6,20250414,20250421,20250424,6,417.24,2503.44,0.0,301.9,1811.4,2503.44,187.76,96.1,TRK511025,RESPO988462
RS40417,1,50,27,11,3,3,5,20240605,20240626,20240614,20,27.1,542.0,54.2,13.75,275.0,487.8,36.59,21.93,TRK528626,RESPO993702
RS40417,6,57,35,14,3,1,2,20241027,20241105,20241029,10,35.28,352.8,35.28,20.87,208.7,317.52,23.81,10.02,TRK770157,RESPO317782
RS40418,5,2,24,1,4,4,6,20240421,20240505,20240427,4,1526.98,6107.92,916.19,1338.0,5352.0,5191.73,389.38,224.38,TRK252645,RESPO231652
RS40418,4,41,16,11,1,3,5,20241110,20241125,20241114,2,1733.34,3466.68,0.0,1425.74,2851.48,3466.68,260.0,140.1,TRK215828,RESPO258141
RS40419,2,44,6,13,2,1,2,20241230,20250106,20250107,3,576.77,1730.31,86.52,461.7,1385.1,1643.79,123.28,34.07,TRK791981,RESPO824520
RS40420,2,37,18,7,3,1,1,20240413,20240428,20240423,1,596.94,596.94,59.69,471.59,471.59,537.25,40.29,20.67,TRK184208,RESPO656999
RS40421,6,60,10,9,3,3,5,20250315,20250331,20250321,5,35.89,179.45,17.95,20.78,103.9,161.5,12.11,3.74,TRK624752,RESPO627108
RS40422,3,9,12,11,3,3,5,20250703,20250723,20250705,5,1134.86,5674.3,567.43,963.57,4817.85,5106.87,383.02,80.75,TRK464187,RESPO987873
RS40423,3,13,7,12,1,2,4,20250114,20250122,20250118,2,417.24,834.48,0.0,301.9,603.8,834.48,62.59,21.6,TRK359139,RESPO130731
RS40423,2,52,8,1,2,4,6,20250624,20250708,20250628,10,15.56,155.6,7.78,8.05,80.5,147.82,11.09,4.41,TRK205361,RESPO848190
RS40424,5,50,33,3,1,1,2,20240304,20240318,20240314,5,27.1,135.5,0.0,13.75,68.75,135.5,10.16,6.77,TRK968296,RESPO720994
RS40425,4,7,40,5,3,1,3,20240203,20240223,20240206,1,1098.01,1098.01,109.8,904.22,904.22,988.21,74.12,47.28,TRK352394,RESPO212132
RS40426,6,13,32,12,2,2,4,20240216,20240306,20240224,6,417.24,2503.44,125.17,301.9,1811.4,2378.27,178.37,100.66,TRK263145,RESPO897504
RS40426,6,7,23,7,1,1,1,20250818,20250901,20250828,5,1098.01,5490.05,0.0,904.22,4521.1,5490.05,411.75,206.87,TRK444621,RESPO482372
RS40427,6,16,1,1,4,3,5,20241214,20241222,20241216,2,407.91,815.82,122.37,321.39,642.78,693.45,52.01,15.83,TRK595502,RESPO274554
RS40428,1,68,36,8,2,1,3,20250427,20250515,20250502,15,23.53,352.95,17.65,13.97,209.55,335.3,25.15,6.64,TRK590679,RESPO217389
RS40429,2,14,27,15,2,3,5,20250608,20250617,20250613,1,363.46,363.46,18.17,290.0,290.0,345.29,25.9,6.52,TRK809724,RESPO724659
RS40430,2,50,38,8,1,1,3,20240503,20240510,20240512,12,27.1,325.2,0.0,13.75,165.0,325.2,24.39,10.97,TRK539589,RESPO686844
RS40431,3,1,7,12,1,2,4,20251120,20251204,20251130,3,1619.34,4858.02,0.0,1293.6,3880.8,4858.02,364.35,195.77,TRK133006,RESPO115446
RS40432,2,33,11,8,3,1,3,20240518,20240527,20240521,2,593.93,1187.86,118.79,507.46,1014.92,1069.07,80.18,24.02,TRK509681,RESPO713501
RS40433,4,50,3,7,3,1,1,20250718,20250804,20250727,20,27.1,542.0,54.2,13.75,275.0,487.8,36.59,13.33,TRK120890,RESPO507826
RS40433,3,46,29,2,2,4,6,20240501,20240519,20240505,4,500.88,2003.52,100.18,470.4,1881.6,1903.34,142.75,44.93,TRK193787,RESPO437488
RS40434,1,15,4,12,3,2,4,20250201,20250211,20250206,3,410.41,1231.23,123.12,315.14,945.42,1108.11,83.11,19.44,TRK481659,RESPO148675
RS40435,5,34,34,15,1,4,6,20240804,20240819,20240809,2,538.63,1077.26,0.0,449.62,899.24,1077.26,80.79,42.66,TRK705958,RESPO243606
RS40435,6,70,19,12,1,2,4,20240125,20240207,20240128,15,26.27,394.05,0.0,13.17,197.55,394.05,29.55,6.05,TRK953590,RESPO116221
RS40436,6,30,21,1,1,4,6,20240313,20240328,20240321,2,532.71,1065.42,0.0,476.63,953.26,1065.42,79.91,30.04,TRK832205,RESPO404927
RS40437,5,32,26,5,3,1,3,20250921,20250929,20250924,6,568.17,3409.02,340.9,500.36,3002.16,3068.12,230.11,138.64,TRK103292,RESPO441680
RS40437,5,16,2,12,1,2,4,20240608,20240627,20240616,4,407.91,1631.64,0.0,321.39,1285.56,1631.64,122.37,52.49,TRK997080,RESPO228219
RS40437,4,61,21,4,1,4,6,20240423,20240514,20240502,15,36.76,551.4,0.0,22.14,332.1,551.4,41.35,10.91,TRK445522,RESPO946389
RS40438,3,18,7,12,1,2,4,20250730,20250810,20250803,5,381.25,1906.25,0.0,312.58,1562.9,1906.25,142.97,61.8,TRK494663,RESPO995569
RS40438,4,60,3,2,2,1,1,20240120,20240208,20240127,8,35.89,287.12,14.36,20.78,166.24,272.76,20.46,5.56,TRK909188,RESPO393793
RS40439,2,60,28,13,1,1,2,20240307,20240314,20240317,8,35.89,287.12,0.0,20.78,166.24,287.12,21.53,8.74,TRK586377,RESPO228453
RS40440,2,50,24,13,3,4,6,20250507,20250521,20250509,10,27.1,271.0,27.1,13.75,137.5,243.9,18.29,8.2,TRK327030,RESPO202448
RS40441,1,41,32,12,1,2,4,20240709,20240729,20240715,2,1733.34,3466.68,0.0,1425.74,2851.48,3466.68,260.0,159.83,TRK627700,RESPO987804
RS40442,4,59,21,11,1,4,6,20240614,20240701,20240624,8,34.14,273.12,0.0,22.49,179.92,273.12,20.48,9.48,TRK522394,RESPO254665
RS40443,2,24,29,9,3,4,6,20240216,20240223,20240225,5,1646.67,8233.35,823.34,1464.07,7320.35,7410.01,555.75,227.52,TRK784408,RESPO495572
RS40444,5,19,14,8,3,1,3,20240730,20240820,20240807,1,2711.94,2711.94,271.19,2212.17,2212.17,2440.75,183.06,117.17,TRK599004,RESPO537852
RS40444,5,46,9,12,3,2,4,20250317,20250324,20250325,2,500.88,1001.76,100.18,470.4,940.8,901.58,67.62,36.31,TRK804456,RESPO827798
RS40445,3,34,2,12,2,2,4,20240629,20240718,20240704,5,538.63,2693.15,134.66,449.62,2248.1,2558.49,191.89,43.53,TRK372323,RESPO106319
RS40446,5,4,23,7,3,1,1,20250910,20250923,20250913,5,1683.4,8417.0,841.7,1307.47,6537.35,7575.3,568.15,318.31,TRK443274,RESPO725141
RS40447,4,55,29,5,1,4,6,20251129,20251206,20251208,5,35.02,175.1,0.0,23.6,118.0,175.1,13.13,6.65,TRK624488,RESPO724299
RS40448,1,64,30,11,1,3,5,20250322,20250401,20250401,10,32.57,325.7,0.0,23.51,235.1,325.7,24.43,14.58,TRK372285,RESPO254311
RS40449,1,62,12,9,2,3,5,20240513,20240531,20240517,12,36.85,442.2,22.11,22.11,265.32,420.09,31.51,13.0,TRK283963,RESPO774721
RS40450,4,62,10,1,3,3,5,20250420,20250503,20250423,5,36.85,184.25,18.43,22.11,110.55,165.82,12.44,7.31,TRK615710,RESPO211786
RS40451,5,22,28,3,1,1,2,20250710,20250723,20250720,3,2464.01,7392.03,0.0,2097.84,6293.52,7392.03,554.4,207.11,TRK343992,RESPO133954
RS40451,2,23,24,2,4,4,6,20240109,20240118,20240111,4,1640.7,6562.8,984.42,1453.1,5812.4,5578.38,418.38,124.16,TRK288935,RESPO883157
RS40451,1,2,27,1,1,3,5,20250211,20250224,20250221,3,1526.98,4580.94,0.0,1338.0,4014.0,4580.94,343.57,111.79,TRK126500,RESPO174923
RS40452,1,60,29,15,3,4,6,20240323,20240413,20240330,5,35.89,179.45,17.95,20.78,103.9,161.5,12.11,4.68,TRK818537,RESPO111303
RS40453,3,38,3,7,1,1,1,20250227,20250312,20250304,2,1759.17,3518.34,0.0,1457.25,2914.5,3518.34,263.88,155.61,TRK994237,RESPO218627
RS40453,1,21,29,10,3,4,6,20250319,20250403,20250324,3,2660.48,7981.44,798.14,2013.24,6039.72,7183.3,538.75,353.86,TRK690161,RESPO134090
RS40454,5,42,26,8,1,1,3,20241224,20250105,20241227,1,1739.71,1739.71,0.0,1576.33,1576.33,1739.71,130.48,63.59,TRK832829,RESPO732944
RS40454,2,29,15,5,2,1,3,20250520,20250610,20250523,4,533.41,2133.64,106.68,503.82,2015.28,2026.96,152.02,43.19,TRK962187,RESPO506445
RS40455,4,45,15,5,4,1,3,20250730,20250817,20250807,3,499.27,1497.81,224.67,427.6,1282.8,1273.14,95.49,55.51,TRK574546,RESPO514326
RS40456,4,22,22,8,2,4,6,20241107,20241118,20241114,2,2464.01,4928.02,246.4,2097.84,4195.68,4681.62,351.12,128.54,TRK124531,RESPO574631
RS40456,4,65,1,15,3,3,5,20250304,20250324,20250306,10,49.64,496.4,49.64,28.43,284.3,446.76,33.51,18.4,TRK277886,RESPO146761
RS40457,1,2,35,3,4,1,2,20240624,20240715,20240701,5,1526.98,7634.9,1145.23,1338.0,6690.0,6489.67,486.73,232.5,TRK914355,RESPO965368
RS40458,2,31,20,1,1,3,5,20250809,20250830,20250813,3,607.14,1821.42,0.0,496.89,1490.67,1821.42,136.61,85.58,TRK465424,RESPO301775
RS40459,3,27,16,9,4,3,5,20240907,20240928,20240914,1,1693.38,1693.38,254.01,1624.05,1624.05,1439.37,107.95,39.6,TRK460765,RESPO994966
RS40460,4,15,4,12,1,2,4,20251130,20251216,20251210,3,410.41,1231.23,0.0,315.14,945.42,1231.23,92.34,57.14,TRK952659,RESPO681313
RS40461,2,37,36,5,1,1,3,20240908,20240921,20240912,5,596.94,2984.7,0.0,471.59,2357.95,2984.7,223.85,64.91,TRK720857,RESPO547484
RS40462,2,1,9,12,2,2,4,20250705,20250725,20250711,3,1619.34,4858.02,242.9,1293.6,3880.8,4615.12,346.13,230.73,TRK889219,RESPO383349
RS40463,5,21,6,14,1,1,2,20241207,20241223,20241211,1,2660.48,2660.48,0.0,2013.24,2013.24,2660.48,199.54,109.87,TRK159183,RESPO223631
RS40464,3,32,10,15,1,3,5,20250507,20250516,20250510,4,568.17,2272.68,0.0,500.36,2001.44,2272.68,170.45,70.66,TRK115610,RESPO502580
RS40464,1,35,12,1,1,3,5,20250403,20250419,20250407,5,546.42,2732.1,0.0,467.94,2339.7,2732.1,204.91,73.67,TRK289594,RESPO514736
RS40465,4,10,29,12,1,4,6,20250116,20250205,20250122,2,1246.82,2493.64,0.0,874.99,1749.98,2493.64,187.02,57.66,TRK596450,RESPO433973
RS40465,4,66,10,15,1,3,5,20240525,20240602,20240603,10,45.36,453.6,0.0,25.09,250.9,453.6,34.02,17.94,TRK947932,RESPO903683
RS40466,3,4,15,5,2,1,3,20251106,20251118,20251110,5,1683.4,8417.0,420.85,1307.47,6537.35,7996.15,599.71,327.55,TRK383621,RESPO164051
RS40467,3,22,13,3,1,1,2,20240823,20240831,20240829,1,2464.01,2464.01,0.0,2097.84,2097.84,2464.01,184.8,111.13,TRK320079,RESPO854760
RS40468,5,13,9,12,1,2,4,20240220,20240305,20240224,3,417.24,1251.72,0.0,301.9,905.7,1251.72,93.88,41.44,TRK373603,RESPO588780
RS40469,5,17,39,8,2,1,3,20240514,20240524,20240520,6,391.05,2346.3,117.32,333.47,2000.82,2228.98,167.17,45.4,TRK758802,RESPO936653
RS40470,4,70,21,13,2,4,6,20240108,20240115,20240116,5,26.27,131.35,6.57,13.17,65.85,124.78,9.36,3.19,TRK616643,RESPO764846
RS40471,3,26,25,12,3,2,4,20250826,20250903,20250902,2,1722.43,3444.86,344.49,1447.45,2894.9,3100.37,232.53,110.48,TRK747507,RESPO159936
RS40472,5,44,11,8,1,1,3,20241023,20241104,20241102,6,576.77,3460.62,0.0,461.7,2770.2,3460.62,259.55,168.19,TRK923771,RESPO922490
RS40472,6,68,23,7,3,1,1,20250708,20250721,20250717,8,23.53,188.24,18.82,13.97,111.76,169.42,12.71,3.56,TRK241532,RESPO524181
RS40473,3,3,12,11,1,3,5,20251105,20251126,20251110,4,1643.93,6575.72,0.0,1439.58,5758.32,6575.72,493.18,233.16,TRK918035,RESPO768622
RS40474,3,48,21,2,1,4,6,20250722,20250729,20250725,5,496.93,2484.65,0.0,452.27,2261.35,2484.65,186.35,51.1,TRK659188,RESPO292257
RS40475,3,52,23,2,1,1,1,20250719,20250809,20250723,10,15.56,155.6,0.0,8.05,80.5,155.6,11.67,4.57,TRK777504,RESPO113329
RS40476,5,22,6,6,3,1,2,20240330,20240406,20240401,2,2464.01,4928.02,492.8,2097.84,4195.68,4435.22,332.64,111.15,TRK734896,RESPO836274
RS40477,3,51,27,9,1,3,5,20240517,20240606,20240519,20,5.31,106.2,0.0,2.07,41.4,106.2,7.96,3.12,TRK708921,RESPO478857
RS40478,2,25,28,6,1,1,2,20241018,20241103,20241021,1,1797.15,1797.15,0.0,1485.17,1485.17,1797.15,134.79,67.65,TRK152326,RESPO873140
RS40479,3,29,6,6,3,1,2,20250705,20250725,20250714,3,533.41,1600.23,160.02,503.82,1511.46,1440.21,108.02,52.81,TRK198195,RESPO191062
RS40479,2,29,38,8,2,1,3,20250305,20250319,20250314,1,533.41,533.41,26.67,503.82,503.82,506.74,38.01,24.72,TRK791091,RESPO139082
RS40480,4,52,21,5,1,4,6,20250304,20250324,20250308,12,15.56,186.72,0.0,8.05,96.6,186.72,14.0,8.23,TRK509911,RESPO395048
RS40481,3,68,14,8,1,1,3,20241129,20241212,20241202,5,23.53,117.65,0.0,13.97,69.85,117.65,8.82,2.7,TRK566294,RESPO966294
RS40482,6,19,28,6,1,1,2,20240721,20240811,20240727,6,2711.94,16271.64,0.0,2212.17,13273.02,16271.64,1220.37,691.99,TRK396866,RESPO847164
RS40483,3,56,6,10,3,1,2,20240411,20240419,20240416,8,37.4,299.2,29.92,21.17,169.36,269.28,20.2,7.71,TRK582100,RESPO287356
RS40483,4,61,30,15,1,3,5,20250306,20250326,20250311,15,36.76,551.4,0.0,22.14,332.1,551.4,41.35,25.53,TRK928416,RESPO363200
RS40483,4,38,39,5,4,1,3,20241011,20241023,20241018,5,1759.17,8795.85,1319.38,1457.25,7286.25,7476.47,560.74,342.42,TRK204948,RESPO636448
RS40484,2,57,36,5,3,1,3,20250521,20250601,20250525,5,35.28,176.4,17.64,20.87,104.35,158.76,11.91,5.82,TRK143176,RESPO276894
RS40485,2,29,19,12,1,2,4,20240930,20241011,20241007,3,533.41,1600.23,0.0,503.82,1511.46,1600.23,120.02,28.36,TRK549210,RESPO918838
RS40485,2,26,22,9,2,4,6,20250404,20250416,20250410,4,1722.43,6889.72,344.49,1447.45,5789.8,6545.23,490.89,228.82,TRK910246,RESPO662106
RS40486,2,29,24,7,1,4,6,20250804,20250814,20250814,2,533.41,1066.82,0.0,503.82,1007.64,1066.82,80.01,17.55,TRK554949,RESPO869594
RS40487,3,9,18,7,4,1,1,20240104,20240121,20240111,1,1134.86,1134.86,170.23,963.57,963.57,964.63,72.35,34.58,TRK605108,RESPO877957
RS40488,1,23,18,2,2,1,1,20240828,20240917,20240830,4,1640.7,6562.8,328.14,1453.1,5812.4,6234.66,467.6,163.63,TRK709800,RESPO918950
RS40488,6,62,15,5,2,1,3,20240221,20240305,20240224,10,36.85,368.5,18.43,22.11,221.1,350.07,26.26,8.98,TRK407861,RESPO332919
RS40489,5,65,30,11,1,3,5,20240222,20240312,20240302,10,49.64,496.4,0.0,28.43,284.3,496.4,37.23,14.33,TRK984202,RESPO783488
RS40490,2,54,23,4,3,1,1,20240514,20240527,20240524,12,33.08,396.96,39.7,21.77,261.24,357.26,26.79,13.85,TRK948439,RESPO920142
RS40490,5,48,5,12,1,2,4,20250116,20250123,20250118,6,496.93,2981.58,0.0,452.27,2713.62,2981.58,223.62,129.93,TRK256397,RESPO574807
RS40491,6,22,31,12,3,2,4,20241111,20241201,20241121,1,2464.01,2464.01,246.4,2097.84,2097.84,2217.61,166.32,59.23,TRK503763,RESPO121426
RS40491,2,31,19,12,3,2,4,20250314,20250401,20250319,4,607.14,2428.56,242.86,496.89,1987.56,2185.7,163.93,35.33,TRK565784,RESPO379979
RS40492,1,66,28,6,1,1,2,20250509,20250529,20250517,8,45.36,362.88,0.0,25.09,200.72,362.88,27.22,13.63,TRK593882,RESPO834887
RS40493,5,18,8,3,1,4,6,20250224,20250313,20250302,6,381.25,2287.5,0.0,312.58,1875.48,2287.5,171.56,105.4,TRK913801,RESPO185230
RS40494,3,3,40,8,2,1,3,20250317,20250403,20250319,5,1643.93,8219.65,410.98,1439.58,7197.9,7808.67,585.65,207.07,TRK506019,RESPO593594
RS40495,5,54,14,5,2,1,3,20240622,20240711,20240701,10,33.08,330.8,16.54,21.77,217.7,314.26,23.57,12.37,TRK519225,RESPO125239
RS40496,1,42,21,14,3,4,6,20251014,20251101,20251023,1,1739.71,1739.71,173.97,1576.33,1576.33,1565.74,117.43,40.07,TRK161533,RESPO375106
RS40497,4,55,36,5,3,1,3,20251130,20251210,20251204,15,35.02,525.3,52.53,23.6,354.0,472.77,35.46,19.06,TRK979688,RESPO164164
RS40498,2,52,5,12,3,2,4,20251123,20251212,20251127,15,15.56,233.4,23.34,8.05,120.75,210.06,15.75,9.74,TRK903982,RESPO977634
RS40499,6,11,33,14,3,1,2,20250517,20250529,20250522,5,1246.13,6230.65,623.07,980.12,4900.6,5607.58,420.57,107.67,TRK910145,RESPO943351
RS40499,3,60,15,5,2,1,3,20240107,20240123,20240113,12,35.89,430.68,21.53,20.78,249.36,409.15,30.69,13.78,TRK279952,RESPO524909
RS40499,2,38,38,5,1,1,3,20250828,20250918,20250831,1,1759.17,1759.17,0.0,1457.25,1457.25,1759.17,131.94,59.36,TRK807339,RESPO908538
RS40500,3,42,16,11,4,3,5,20250907,20250926,20250915,6,1739.71,10438.26,1565.74,1576.33,9457.98,8872.52,665.44,348.08,TRK571482,RESPO128085
RS40501,3,23,25,12,1,2,4,20250705,20250721,20250715,5,1640.7,8203.5,0.0,1453.1,7265.5,8203.5,615.26,249.15,TRK270295,RESPO384745
RS40501,6,66,15,8,3,1,3,20240225,20240313,20240228,20,45.36,907.2,90.72,25.09,501.8,816.48,61.24,32.18,TRK588540,RESPO859881
