Date,Year,Month Number,Month,Month Year,Quarter,Year-Month,Day,Weekday,Weekday Number
2019-07-31,2019,7,Jul,Jul 2019,Q3,2019-07,31,Wed,3
2019-08-01,2019,8,Aug,Aug 2019,Q3,2019-08,1,Thu,4
2019-08-02,2019,8,Aug,Aug 2019,Q3,2019-08,2,Fri,5
2019-08-03,2019,8,Aug,Aug 2019,Q3,2019-08,3,Sat,6
2019-08-04,2019,8,Aug,Aug 2019,Q3,2019-08,4,Sun,7
2019-08-05,2019,8,Aug,Aug 2019,Q3,2019-08,5,Mon,1
2019-08-06,2019,8,Aug,Aug 2019,Q3,2019-08,6,Tue,2
2019-08-07,2019,8,Aug,Aug 2019,Q3,2019-08,7,Wed,3
2019-08-08,2019,8,Aug,Aug 2019,Q3,2019-08,8,Thu,4
2019-08-09,2019,8,Aug,Aug 2019,Q3,2019-08,9,Fri,5
2019-08-10,2019,8,Aug,Aug 2019,Q3,2019-08,10,Sat,6
2019-08-11,2019,8,Aug,Aug 2019,Q3,2019-08,11,Sun,7
2019-08-12,2019,8,Aug,Aug 2019,Q3,2019-08,12,Mon,1
2019-08-13,2019,8,Aug,Aug 2019,Q3,2019-08,13,Tue,2
2019-08-14,2019,8,Aug,Aug 2019,Q3,2019-08,14,Wed,3
2019-08-15,2019,8,Aug,Aug 2019,Q3,2019-08,15,Thu,4
2019-08-16,2019,8,Aug,Aug 2019,Q3,2019-08,16,Fri,5
2019-08-17,2019,8,Aug,Aug 2019,Q3,2019-08,17,Sat,6
2019-08-18,2019,8,Aug,Aug 2019,Q3,2019-08,18,Sun,7
2019-08-19,2019,8,Aug,Aug 2019,Q3,2019-08,19,Mon,1
2019-08-20,2019,8,Aug,Aug 2019,Q3,2019-08,20,Tue,2
2019-08-21,2019,8,Aug,Aug 2019,Q3,2019-08,21,Wed,3
2019-08-22,2019,8,Aug,Aug 2019,Q3,2019-08,22,Thu,4
2019-08-23,2019,8,Aug,Aug 2019,Q3,2019-08,23,Fri,5
2019-08-24,2019,8,Aug,Aug 2019,Q3,2019-08,24,Sat,6
2019-08-25,2019,8,Aug,Aug 2019,Q3,2019-08,25,Sun,7
2019-08-26,2019,8,Aug,Aug 2019,Q3,2019-08,26,Mon,1
2019-08-27,2019,8,Aug,Aug 2019,Q3,2019-08,27,Tue,2
2019-08-28,2019,8,Aug,Aug 2019,Q3,2019-08,28,Wed,3
2019-08-29,2019,8,Aug,Aug 2019,Q3,2019-08,29,Thu,4
2019-08-30,2019,8,Aug,Aug 2019,Q3,2019-08,30,Fri,5
2019-08-31,2019,8,Aug,Aug 2019,Q3,2019-08,31,Sat,6
2019-09-01,2019,9,Sep,Sep 2019,Q3,2019-09,1,Sun,7
2019-09-02,2019,9,Sep,Sep 2019,Q3,2019-09,2,Mon,1
2019-09-03,2019,9,Sep,Sep 2019,Q3,2019-09,3,Tue,2
2019-09-04,2019,9,Sep,Sep 2019,Q3,2019-09,4,Wed,3
2019-09-05,2019,9,Sep,Sep 2019,Q3,2019-09,5,Thu,4
2019-09-06,2019,9,Sep,Sep 2019,Q3,2019-09,6,Fri,5
2019-09-07,2019,9,Sep,Sep 2019,Q3,2019-09,7,Sat,6
2019-09-08,2019,9,Sep,Sep 2019,Q3,2019-09,8,Sun,7
2019-09-09,2019,9,Sep,Sep 2019,Q3,2019-09,9,Mon,1
2019-09-10,2019,9,Sep,Sep 2019,Q3,2019-09,10,Tue,2
2019-09-11,2019,9,Sep,Sep 2019,Q3,2019-09,11,Wed,3
2019-09-12,2019,9,Sep,Sep 2019,Q3,2019-09,12,Thu,4
2019-09-13,2019,9,Sep,Sep 2019,Q3,2019-09,13,Fri,5
2019-09-14,2019,9,Sep,Sep 2019,Q3,2019-09,14,Sat,6
2019-09-15,2019,9,Sep,Sep 2019,Q3,2019-09,15,Sun,7
2019-09-16,2019,9,Sep,Sep 2019,Q3,2019-09,16,Mon,1
2019-09-17,2019,9,Sep,Sep 2019,Q3,2019-09,17,Tue,2
2019-09-18,2019,9,Sep,Sep 2019,Q3,2019-09,18,Wed,3
2019-09-19,2019,9,Sep,Sep 2019,Q3,2019-09,19,Thu,4
2019-09-20,2019,9,Sep,Sep 2019,Q3,2019-09,20,Fri,5
2019-09-21,2019,9,Sep,Sep 2019,Q3,2019-09,21,Sat,6
2019-09-22,2019,9,Sep,Sep 2019,Q3,2019-09,22,Sun,7
2019-09-23,2019,9,Sep,Sep 2019,Q3,2019-09,23,Mon,1
2019-09-24,2019,9,Sep,Sep 2019,Q3,2019-09,24,Tue,2
2019-09-25,2019,9,Sep,Sep 2019,Q3,2019-09,25,Wed,3
2019-09-26,2019,9,Sep,Sep 2019,Q3,2019-09,26,Thu,4
2019-09-27,2019,9,Sep,Sep 2019,Q3,2019-09,27,Fri,5
2019-09-28,2019,9,Sep,Sep 2019,Q3,2019-09,28,Sat,6
2019-09-29,2019,9,Sep,Sep 2019,Q3,2019-09,29,Sun,7
2019-09-30,2019,9,Sep,Sep 2019,Q3,2019-09,30,Mon,1
2019-10-01,2019,10,Oct,Oct 2019,Q4,2019-10,1,Tue,2
2019-10-02,2019,10,Oct,Oct 2019,Q4,2019-10,2,Wed,3
2019-10-03,2019,10,Oct,Oct 2019,Q4,2019-10,3,Thu,4
2019-10-04,2019,10,Oct,Oct 2019,Q4,2019-10,4,Fri,5
2019-10-05,2019,10,Oct,Oct 2019,Q4,2019-10,5,Sat,6
2019-10-06,2019,10,Oct,Oct 2019,Q4,2019-10,6,Sun,7
2019-10-07,2019,10,Oct,Oct 2019,Q4,2019-10,7,Mon,1
2019-10-08,2019,10,Oct,Oct 2019,Q4,2019-10,8,Tue,2
2019-10-09,2019,10,Oct,Oct 2019,Q4,2019-10,9,Wed,3
2019-10-10,2019,10,Oct,Oct 2019,Q4,2019-10,10,Thu,4
2019-10-11,2019,10,Oct,Oct 2019,Q4,2019-10,11,Fri,5
2019-10-12,2019,10,Oct,Oct 2019,Q4,2019-10,12,Sat,6
2019-10-13,2019,10,Oct,Oct 2019,Q4,2019-10,13,Sun,7
2019-10-14,2019,10,Oct,Oct 2019,Q4,2019-10,14,Mon,1
2019-10-15,2019,10,Oct,Oct 2019,Q4,2019-10,15,Tue,2
2019-10-16,2019,10,Oct,Oct 2019,Q4,2019-10,16,Wed,3
2019-10-17,2019,10,Oct,Oct 2019,Q4,2019-10,17,Thu,4
2019-10-18,2019,10,Oct,Oct 2019,Q4,2019-10,18,Fri,5
2019-10-19,2019,10,Oct,Oct 2019,Q4,2019-10,19,Sat,6
2019-10-20,2019,10,Oct,Oct 2019,Q4,2019-10,20,Sun,7
2019-10-21,2019,10,Oct,Oct 2019,Q4,2019-10,21,Mon,1
2019-10-22,2019,10,Oct,Oct 2019,Q4,2019-10,22,Tue,2
2019-10-23,2019,10,Oct,Oct 2019,Q4,2019-10,23,Wed,3
2019-10-24,2019,10,Oct,Oct 2019,Q4,2019-10,24,Thu,4
2019-10-25,2019,10,Oct,Oct 2019,Q4,2019-10,25,Fri,5
2019-10-26,2019,10,Oct,Oct 2019,Q4,2019-10,26,Sat,6
2019-10-27,2019,10,Oct,Oct 2019,Q4,2019-10,27,Sun,7
2019-10-28,2019,10,Oct,Oct 2019,Q4,2019-10,28,Mon,1
2019-10-29,2019,10,Oct,Oct 2019,Q4,2019-10,29,Tue,2
2019-10-30,2019,10,Oct,Oct 2019,Q4,2019-10,30,Wed,3
2019-10-31,2019,10,Oct,Oct 2019,Q4,2019-10,31,Thu,4
2019-11-01,2019,11,Nov,Nov 2019,Q4,2019-11,1,Fri,5
2019-11-02,2019,11,Nov,Nov 2019,Q4,2019-11,2,Sat,6
2019-11-03,2019,11,Nov,Nov 2019,Q4,2019-11,3,Sun,7
2019-11-04,2019,11,Nov,Nov 2019,Q4,2019-11,4,Mon,1
2019-11-05,2019,11,Nov,Nov 2019,Q4,2019-11,5,Tue,2
2019-11-06,2019,11,Nov,Nov 2019,Q4,2019-11,6,Wed,3
2019-11-07,2019,11,Nov,Nov 2019,Q4,2019-11,7,Thu,4
2019-11-08,2019,11,Nov,Nov 2019,Q4,2019-11,8,Fri,5
2019-11-09,2019,11,Nov,Nov 2019,Q4,2019-11,9,Sat,6
2019-11-10,2019,11,Nov,Nov 2019,Q4,2019-11,10,Sun,7
2019-11-11,2019,11,Nov,Nov 2019,Q4,2019-11,11,Mon,1
2019-11-12,2019,11,Nov,Nov 2019,Q4,2019-11,12,Tue,2
2019-11-13,2019,11,Nov,Nov 2019,Q4,2019-11,13,Wed,3
2019-11-14,2019,11,Nov,Nov 2019,Q4,2019-11,14,Thu,4
2019-11-15,2019,11,Nov,Nov 2019,Q4,2019-11,15,Fri,5
2019-11-16,2019,11,Nov,Nov 2019,Q4,2019-11,16,Sat,6
2019-11-17,2019,11,Nov,Nov 2019,Q4,2019-11,17,Sun,7
2019-11-18,2019,11,Nov,Nov 2019,Q4,2019-11,18,Mon,1
2019-11-19,2019,11,Nov,Nov 2019,Q4,2019-11,19,Tue,2
2019-11-20,2019,11,Nov,Nov 2019,Q4,2019-11,20,Wed,3
2019-11-21,2019,11,Nov,Nov 2019,Q4,2019-11,21,Thu,4
2019-11-22,2019,11,Nov,Nov 2019,Q4,2019-11,22,Fri,5
2019-11-23,2019,11,Nov,Nov 2019,Q4,2019-11,23,Sat,6
2019-11-24,2019,11,Nov,Nov 2019,Q4,2019-11,24,Sun,7
2019-11-25,2019,11,Nov,Nov 2019,Q4,2019-11,25,Mon,1
2019-11-26,2019,11,Nov,Nov 2019,Q4,2019-11,26,Tue,2
2019-11-27,2019,11,Nov,Nov 2019,Q4,2019-11,27,Wed,3
2019-11-28,2019,11,Nov,Nov 2019,Q4,2019-11,28,Thu,4
2019-11-29,2019,11,Nov,Nov 2019,Q4,2019-11,29,Fri,5
2019-11-30,2019,11,Nov,Nov 2019,Q4,2019-11,30,Sat,6
2019-12-01,2019,12,Dec,Dec 2019,Q4,2019-12,1,Sun,7
2019-12-02,2019,12,Dec,Dec 2019,Q4,2019-12,2,Mon,1
2019-12-03,2019,12,Dec,Dec 2019,Q4,2019-12,3,Tue,2
2019-12-04,2019,12,Dec,Dec 2019,Q4,2019-12,4,Wed,3
2019-12-05,2019,12,Dec,Dec 2019,Q4,2019-12,5,Thu,4
2019-12-06,2019,12,Dec,Dec 2019,Q4,2019-12,6,Fri,5
2019-12-07,2019,12,Dec,Dec 2019,Q4,2019-12,7,Sat,6
2019-12-08,2019,12,Dec,Dec 2019,Q4,2019-12,8,Sun,7
2019-12-09,2019,12,Dec,Dec 2019,Q4,2019-12,9,Mon,1
2019-12-10,2019,12,Dec,Dec 2019,Q4,2019-12,10,Tue,2
2019-12-11,2019,12,Dec,Dec 2019,Q4,2019-12,11,Wed,3
2019-12-12,2019,12,Dec,Dec 2019,Q4,2019-12,12,Thu,4
2019-12-13,2019,12,Dec,Dec 2019,Q4,2019-12,13,Fri,5
2019-12-14,2019,12,Dec,Dec 2019,Q4,2019-12,14,Sat,6
2019-12-15,2019,12,Dec,Dec 2019,Q4,2019-12,15,Sun,7
2019-12-16,2019,12,Dec,Dec 2019,Q4,2019-12,16,Mon,1
2019-12-17,2019,12,Dec,Dec 2019,Q4,2019-12,17,Tue,2
2019-12-18,2019,12,Dec,Dec 2019,Q4,2019-12,18,Wed,3
2019-12-19,2019,12,Dec,Dec 2019,Q4,2019-12,19,Thu,4
2019-12-20,2019,12,Dec,Dec 2019,Q4,2019-12,20,Fri,5
2019-12-21,2019,12,Dec,Dec 2019,Q4,2019-12,21,Sat,6
2019-12-22,2019,12,Dec,Dec 2019,Q4,2019-12,22,Sun,7
2019-12-23,2019,12,Dec,Dec 2019,Q4,2019-12,23,Mon,1
2019-12-24,2019,12,Dec,Dec 2019,Q4,2019-12,24,Tue,2
2019-12-25,2019,12,Dec,Dec 2019,Q4,2019-12,25,Wed,3
2019-12-26,2019,12,Dec,Dec 2019,Q4,2019-12,26,Thu,4
2019-12-27,2019,12,Dec,Dec 2019,Q4,2019-12,27,Fri,5
2019-12-28,2019,12,Dec,Dec 2019,Q4,2019-12,28,Sat,6
2019-12-29,2019,12,Dec,Dec 2019,Q4,2019-12,29,Sun,7
2019-12-30,2019,12,Dec,Dec 2019,Q4,2019-12,30,Mon,1
2019-12-31,2019,12,Dec,Dec 2019,Q4,2019-12,31,Tue,2
2020-01-01,2020,1,Jan,Jan 2020,Q1,2020-01,1,Wed,3
2020-01-02,2020,1,Jan,Jan 2020,Q1,2020-01,2,Thu,4
2020-01-03,2020,1,Jan,Jan 2020,Q1,2020-01,3,Fri,5
2020-01-04,2020,1,Jan,Jan 2020,Q1,2020-01,4,Sat,6
2020-01-05,2020,1,Jan,Jan 2020,Q1,2020-01,5,Sun,7
2020-01-06,2020,1,Jan,Jan 2020,Q1,2020-01,6,Mon,1
2020-01-07,2020,1,Jan,Jan 2020,Q1,2020-01,7,Tue,2
2020-01-08,2020,1,Jan,Jan 2020,Q1,2020-01,8,Wed,3
2020-01-09,2020,1,Jan,Jan 2020,Q1,2020-01,9,Thu,4
2020-01-10,2020,1,Jan,Jan 2020,Q1,2020-01,10,Fri,5
2020-01-11,2020,1,Jan,Jan 2020,Q1,2020-01,11,Sat,6
2020-01-12,2020,1,Jan,Jan 2020,Q1,2020-01,12,Sun,7
2020-01-13,2020,1,Jan,Jan 2020,Q1,2020-01,13,Mon,1
2020-01-14,2020,1,Jan,Jan 2020,Q1,2020-01,14,Tue,2
2020-01-15,2020,1,Jan,Jan 2020,Q1,2020-01,15,Wed,3
2020-01-16,2020,1,Jan,Jan 2020,Q1,2020-01,16,Thu,4
2020-01-17,2020,1,Jan,Jan 2020,Q1,2020-01,17,Fri,5
2020-01-18,2020,1,Jan,Jan 2020,Q1,2020-01,18,Sat,6
2020-01-19,2020,1,Jan,Jan 2020,Q1,2020-01,19,Sun,7
2020-01-20,2020,1,Jan,Jan 2020,Q1,2020-01,20,Mon,1
2020-01-21,2020,1,Jan,Jan 2020,Q1,2020-01,21,Tue,2
2020-01-22,2020,1,Jan,Jan 2020,Q1,2020-01,22,Wed,3
2020-01-23,2020,1,Jan,Jan 2020,Q1,2020-01,23,Thu,4
2020-01-24,2020,1,Jan,Jan 2020,Q1,2020-01,24,Fri,5
2020-01-25,2020,1,Jan,Jan 2020,Q1,2020-01,25,Sat,6
2020-01-26,2020,1,Jan,Jan 2020,Q1,2020-01,26,Sun,7
2020-01-27,2020,1,Jan,Jan 2020,Q1,2020-01,27,Mon,1
2020-01-28,2020,1,Jan,Jan 2020,Q1,2020-01,28,Tue,2
2020-01-29,2020,1,Jan,Jan 2020,Q1,2020-01,29,Wed,3
2020-01-30,2020,1,Jan,Jan 2020,Q1,2020-01,30,Thu,4
2020-01-31,2020,1,Jan,Jan 2020,Q1,2020-01,31,Fri,5
2020-02-01,2020,2,Feb,Feb 2020,Q1,2020-02,1,Sat,6
2020-02-02,2020,2,Feb,Feb 2020,Q1,2020-02,2,Sun,7
2020-02-03,2020,2,Feb,Feb 2020,Q1,2020-02,3,Mon,1
2020-02-04,2020,2,Feb,Feb 2020,Q1,2020-02,4,Tue,2
2020-02-05,2020,2,Feb,Feb 2020,Q1,2020-02,5,Wed,3
2020-02-06,2020,2,Feb,Feb 2020,Q1,2020-02,6,Thu,4
2020-02-07,2020,2,Feb,Feb 2020,Q1,2020-02,7,Fri,5
2020-02-08,2020,2,Feb,Feb 2020,Q1,2020-02,8,Sat,6
2020-02-09,2020,2,Feb,Feb 2020,Q1,2020-02,9,Sun,7
2020-02-10,2020,2,Feb,Feb 2020,Q1,2020-02,10,Mon,1
2020-02-11,2020,2,Feb,Feb 2020,Q1,2020-02,11,Tue,2
2020-02-12,2020,2,Feb,Feb 2020,Q1,2020-02,12,Wed,3
2020-02-13,2020,2,Feb,Feb 2020,Q1,2020-02,13,Thu,4
2020-02-14,2020,2,Feb,Feb 2020,Q1,2020-02,14,Fri,5
2020-02-15,2020,2,Feb,Feb 2020,Q1,2020-02,15,Sat,6
2020-02-16,2020,2,Feb,Feb 2020,Q1,2020-02,16,Sun,7
2020-02-17,2020,2,Feb,Feb 2020,Q1,2020-02,17,Mon,1
2020-02-18,2020,2,Feb,Feb 2020,Q1,2020-02,18,Tue,2
2020-02-19,2020,2,Feb,Feb 2020,Q1,2020-02,19,Wed,3
2020-02-20,2020,2,Feb,Feb 2020,Q1,2020-02,20,Thu,4
2020-02-21,2020,2,Feb,Feb 2020,Q1,2020-02,21,Fri,5
2020-02-22,2020,2,Feb,Feb 2020,Q1,2020-02,22,Sat,6
2020-02-23,2020,2,Feb,Feb 2020,Q1,2020-02,23,Sun,7
2020-02-24,2020,2,Feb,Feb 2020,Q1,2020-02,24,Mon,1
2020-02-25,2020,2,Feb,Feb 2020,Q1,2020-02,25,Tue,2
2020-02-26,2020,2,Feb,Feb 2020,Q1,2020-02,26,Wed,3
2020-02-27,2020,2,Feb,Feb 2020,Q1,2020-02,27,Thu,4
2020-02-28,2020,2,Feb,Feb 2020,Q1,2020-02,28,Fri,5
2020-02-29,2020,2,Feb,Feb 2020,Q1,2020-02,29,Sat,6
2020-03-01,2020,3,Mar,Mar 2020,Q1,2020-03,1,Sun,7
2020-03-02,2020,3,Mar,Mar 2020,Q1,2020-03,2,Mon,1
2020-03-03,2020,3,Mar,Mar 2020,Q1,2020-03,3,Tue,2
2020-03-04,2020,3,Mar,Mar 2020,Q1,2020-03,4,Wed,3
2020-03-05,2020,3,Mar,Mar 2020,Q1,2020-03,5,Thu,4
2020-03-06,2020,3,Mar,Mar 2020,Q1,2020-03,6,Fri,5
2020-03-07,2020,3,Mar,Mar 2020,Q1,2020-03,7,Sat,6
2020-03-08,2020,3,Mar,Mar 2020,Q1,2020-03,8,Sun,7
2020-03-09,2020,3,Mar,Mar 2020,Q1,2020-03,9,Mon,1
2020-03-10,2020,3,Mar,Mar 2020,Q1,2020-03,10,Tue,2
2020-03-11,2020,3,Mar,Mar 2020,Q1,2020-03,11,Wed,3
2020-03-12,2020,3,Mar,Mar 2020,Q1,2020-03,12,Thu,4
2020-03-13,2020,3,Mar,Mar 2020,Q1,2020-03,13,Fri,5
2020-03-14,2020,3,Mar,Mar 2020,Q1,2020-03,14,Sat,6
2020-03-15,2020,3,Mar,Mar 2020,Q1,2020-03,15,Sun,7
2020-03-16,2020,3,Mar,Mar 2020,Q1,2020-03,16,Mon,1
2020-03-17,2020,3,Mar,Mar 2020,Q1,2020-03,17,Tue,2
2020-03-18,2020,3,Mar,Mar 2020,Q1,2020-03,18,Wed,3
2020-03-19,2020,3,Mar,Mar 2020,Q1,2020-03,19,Thu,4
2020-03-20,2020,3,Mar,Mar 2020,Q1,2020-03,20,Fri,5
2020-03-21,2020,3,Mar,Mar 2020,Q1,2020-03,21,Sat,6
2020-03-22,2020,3,Mar,Mar 2020,Q1,2020-03,22,Sun,7
2020-03-23,2020,3,Mar,Mar 2020,Q1,2020-03,23,Mon,1
2020-03-24,2020,3,Mar,Mar 2020,Q1,2020-03,24,Tue,2
2020-03-25,2020,3,Mar,Mar 2020,Q1,2020-03,25,Wed,3
2020-03-26,2020,3,Mar,Mar 2020,Q1,2020-03,26,Thu,4
2020-03-27,2020,3,Mar,Mar 2020,Q1,2020-03,27,Fri,5
2020-03-28,2020,3,Mar,Mar 2020,Q1,2020-03,28,Sat,6
2020-03-29,2020,3,Mar,Mar 2020,Q1,2020-03,29,Sun,7
2020-03-30,2020,3,Mar,Mar 2020,Q1,2020-03,30,Mon,1
2020-03-31,2020,3,Mar,Mar 2020,Q1,2020-03,31,Tue,2
2020-04-01,2020,4,Apr,Apr 2020,Q2,2020-04,1,Wed,3
2020-04-02,2020,4,Apr,Apr 2020,Q2,2020-04,2,Thu,4
2020-04-03,2020,4,Apr,Apr 2020,Q2,2020-04,3,Fri,5
2020-04-04,2020,4,Apr,Apr 2020,Q2,2020-04,4,Sat,6
2020-04-05,2020,4,Apr,Apr 2020,Q2,2020-04,5,Sun,7
2020-04-06,2020,4,Apr,Apr 2020,Q2,2020-04,6,Mon,1
2020-04-07,2020,4,Apr,Apr 2020,Q2,2020-04,7,Tue,2
2020-04-08,2020,4,Apr,Apr 2020,Q2,2020-04,8,Wed,3
2020-04-09,2020,4,Apr,Apr 2020,Q2,2020-04,9,Thu,4
2020-04-10,2020,4,Apr,Apr 2020,Q2,2020-04,10,Fri,5
2020-04-11,2020,4,Apr,Apr 2020,Q2,2020-04,11,Sat,6
2020-04-12,2020,4,Apr,Apr 2020,Q2,2020-04,12,Sun,7
2020-04-13,2020,4,Apr,Apr 2020,Q2,2020-04,13,Mon,1
2020-04-14,2020,4,Apr,Apr 2020,Q2,2020-04,14,Tue,2
2020-04-15,2020,4,Apr,Apr 2020,Q2,2020-04,15,Wed,3
2020-04-16,2020,4,Apr,Apr 2020,Q2,2020-04,16,Thu,4
2020-04-17,2020,4,Apr,Apr 2020,Q2,2020-04,17,Fri,5
2020-04-18,2020,4,Apr,Apr 2020,Q2,2020-04,18,Sat,6
2020-04-19,2020,4,Apr,Apr 2020,Q2,2020-04,19,Sun,7
2020-04-20,2020,4,Apr,Apr 2020,Q2,2020-04,20,Mon,1
2020-04-21,2020,4,Apr,Apr 2020,Q2,2020-04,21,Tue,2
2020-04-22,2020,4,Apr,Apr 2020,Q2,2020-04,22,Wed,3
2020-04-23,2020,4,Apr,Apr 2020,Q2,2020-04,23,Thu,4
2020-04-24,2020,4,Apr,Apr 2020,Q2,2020-04,24,Fri,5
2020-04-25,2020,4,Apr,Apr 2020,Q2,2020-04,25,Sat,6
2020-04-26,2020,4,Apr,Apr 2020,Q2,2020-04,26,Sun,7
2020-04-27,2020,4,Apr,Apr 2020,Q2,2020-04,27,Mon,1
2020-04-28,2020,4,Apr,Apr 2020,Q2,2020-04,28,Tue,2
2020-04-29,2020,4,Apr,Apr 2020,Q2,2020-04,29,Wed,3
2020-04-30,2020,4,Apr,Apr 2020,Q2,2020-04,30,Thu,4
2020-05-01,2020,5,May,May 2020,Q2,2020-05,1,Fri,5
2020-05-02,2020,5,May,May 2020,Q2,2020-05,2,Sat,6
2020-05-03,2020,5,May,May 2020,Q2,2020-05,3,Sun,7
2020-05-04,2020,5,May,May 2020,Q2,2020-05,4,Mon,1
2020-05-05,2020,5,May,May 2020,Q2,2020-05,5,Tue,2
2020-05-06,2020,5,May,May 2020,Q2,2020-05,6,Wed,3
2020-05-07,2020,5,May,May 2020,Q2,2020-05,7,Thu,4
2020-05-08,2020,5,May,May 2020,Q2,2020-05,8,Fri,5
2020-05-09,2020,5,May,May 2020,Q2,2020-05,9,Sat,6
2020-05-10,2020,5,May,May 2020,Q2,2020-05,10,Sun,7
2020-05-11,2020,5,May,May 2020,Q2,2020-05,11,Mon,1
2020-05-12,2020,5,May,May 2020,Q2,2020-05,12,Tue,2
2020-05-13,2020,5,May,May 2020,Q2,2020-05,13,Wed,3
2020-05-14,2020,5,May,May 2020,Q2,2020-05,14,Thu,4
2020-05-15,2020,5,May,May 2020,Q2,2020-05,15,Fri,5
2020-05-16,2020,5,May,May 2020,Q2,2020-05,16,Sat,6
2020-05-17,2020,5,May,May 2020,Q2,2020-05,17,Sun,7
2020-05-18,2020,5,May,May 2020,Q2,2020-05,18,Mon,1
2020-05-19,2020,5,May,May 2020,Q2,2020-05,19,Tue,2
2020-05-20,2020,5,May,May 2020,Q2,2020-05,20,Wed,3
2020-05-21,2020,5,May,May 2020,Q2,2020-05,21,Thu,4
2020-05-22,2020,5,May,May 2020,Q2,2020-05,22,Fri,5
2020-05-23,2020,5,May,May 2020,Q2,2020-05,23,Sat,6
2020-05-24,2020,5,May,May 2020,Q2,2020-05,24,Sun,7
2020-05-25,2020,5,May,May 2020,Q2,2020-05,25,Mon,1
2020-05-26,2020,5,May,May 2020,Q2,2020-05,26,Tue,2
2020-05-27,2020,5,May,May 2020,Q2,2020-05,27,Wed,3
2020-05-28,2020,5,May,May 2020,Q2,2020-05,28,Thu,4
2020-05-29,2020,5,May,May 2020,Q2,2020-05,29,Fri,5
2020-05-30,2020,5,May,May 2020,Q2,2020-05,30,Sat,6
2020-05-31,2020,5,May,May 2020,Q2,2020-05,31,Sun,7
2020-06-01,2020,6,Jun,Jun 2020,Q2,2020-06,1,Mon,1
2020-06-02,2020,6,Jun,Jun 2020,Q2,2020-06,2,Tue,2
2020-06-03,2020,6,Jun,Jun 2020,Q2,2020-06,3,Wed,3
2020-06-04,2020,6,Jun,Jun 2020,Q2,2020-06,4,Thu,4
2020-06-05,2020,6,Jun,Jun 2020,Q2,2020-06,5,Fri,5
2020-06-06,2020,6,Jun,Jun 2020,Q2,2020-06,6,Sat,6
2020-06-07,2020,6,Jun,Jun 2020,Q2,2020-06,7,Sun,7
2020-06-08,2020,6,Jun,Jun 2020,Q2,2020-06,8,Mon,1
2020-06-09,2020,6,Jun,Jun 2020,Q2,2020-06,9,Tue,2
2020-06-10,2020,6,Jun,Jun 2020,Q2,2020-06,10,Wed,3
2020-06-11,2020,6,Jun,Jun 2020,Q2,2020-06,11,Thu,4
2020-06-12,2020,6,Jun,Jun 2020,Q2,2020-06,12,Fri,5
2020-06-13,2020,6,Jun,Jun 2020,Q2,2020-06,13,Sat,6
2020-06-14,2020,6,Jun,Jun 2020,Q2,2020-06,14,Sun,7
2020-06-15,2020,6,Jun,Jun 2020,Q2,2020-06,15,Mon,1
2020-06-16,2020,6,Jun,Jun 2020,Q2,2020-06,16,Tue,2
2020-06-17,2020,6,Jun,Jun 2020,Q2,2020-06,17,Wed,3
2020-06-18,2020,6,Jun,Jun 2020,Q2,2020-06,18,Thu,4
2020-06-19,2020,6,Jun,Jun 2020,Q2,2020-06,19,Fri,5
2020-06-20,2020,6,Jun,Jun 2020,Q2,2020-06,20,Sat,6
2020-06-21,2020,6,Jun,Jun 2020,Q2,2020-06,21,Sun,7
2020-06-22,2020,6,Jun,Jun 2020,Q2,2020-06,22,Mon,1
2020-06-23,2020,6,Jun,Jun 2020,Q2,2020-06,23,Tue,2
2020-06-24,2020,6,Jun,Jun 2020,Q2,2020-06,24,Wed,3
2020-06-25,2020,6,Jun,Jun 2020,Q2,2020-06,25,Thu,4
2020-06-26,2020,6,Jun,Jun 2020,Q2,2020-06,26,Fri,5
2020-06-27,2020,6,Jun,Jun 2020,Q2,2020-06,27,Sat,6
2020-06-28,2020,6,Jun,Jun 2020,Q2,2020-06,28,Sun,7
2020-06-29,2020,6,Jun,Jun 2020,Q2,2020-06,29,Mon,1
2020-06-30,2020,6,Jun,Jun 2020,Q2,2020-06,30,Tue,2
2020-07-01,2020,7,Jul,Jul 2020,Q3,2020-07,1,Wed,3
2020-07-02,2020,7,Jul,Jul 2020,Q3,2020-07,2,Thu,4
2020-07-03,2020,7,Jul,Jul 2020,Q3,2020-07,3,Fri,5
2020-07-04,2020,7,Jul,Jul 2020,Q3,2020-07,4,Sat,6
2020-07-05,2020,7,Jul,Jul 2020,Q3,2020-07,5,Sun,7
2020-07-06,2020,7,Jul,Jul 2020,Q3,2020-07,6,Mon,1
2020-07-07,2020,7,Jul,Jul 2020,Q3,2020-07,7,Tue,2
2020-07-08,2020,7,Jul,Jul 2020,Q3,2020-07,8,Wed,3
2020-07-09,2020,7,Jul,Jul 2020,Q3,2020-07,9,Thu,4
2020-07-10,2020,7,Jul,Jul 2020,Q3,2020-07,10,Fri,5
2020-07-11,2020,7,Jul,Jul 2020,Q3,2020-07,11,Sat,6
2020-07-12,2020,7,Jul,Jul 2020,Q3,2020-07,12,Sun,7
2020-07-13,2020,7,Jul,Jul 2020,Q3,2020-07,13,Mon,1
2020-07-14,2020,7,Jul,Jul 2020,Q3,2020-07,14,Tue,2
2020-07-15,2020,7,Jul,Jul 2020,Q3,2020-07,15,Wed,3
