SalesOrderNumber,SalesOrderLineNumber,ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
SO10345,4,5,93,1,1,2,20250912,20250918,20250913,1,2172.52,2172.52,0.0,1294.67,1294.67,2172.52,179.23,34.51,TRK216335,PO390819
SO10345,2,65,146,1,1,1,20240717,20240722,20240718,3,68.94,206.82,0.0,28.43,85.29,206.82,17.06,5.72,TRK372235,PO697586
SO10346,4,67,59,2,3,5,20240715,20240718,20240721,5,68.93,344.65,17.23,28.93,144.65,327.42,27.01,9.93,TRK102049,PO547861
SO10347,3,42,14,3,1,3,20250220,20250227,20250221,2,2416.26,4832.52,483.25,1576.33,3152.66,4349.27,358.81,132.24,TRK642383,PO895891
SO10348,1,29,12,1,1,3,20250306,20250316,20250309,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,7.52,TRK699596,PO946906
SO10349,1,29,7,1,1,1,20240317,20240323,20240319,3,740.85,2222.55,0.0,503.82,1511.46,2222.55,183.36,33.19,TRK129226,PO603281
SO10350,3,4,111,2,4,6,20241208,20241215,20241210,2,2338.05,4676.1,233.81,1307.47,2614.94,4442.29,366.49,58.79,TRK972957,PO157076
SO10351,1,67,86,4,1,1,20250906,20250916,20250913,2,68.93,137.86,20.68,28.93,57.86,117.18,9.67,1.51,TRK189689,PO163634
SO10352,3,49,9,3,3,5,20240307,20240312,20240308,1,800.9,800.9,80.09,463.15,463.15,720.81,59.47,27.08,TRK740405,PO756602
SO10353,4,9,111,1,4,6,20250726,20250729,20250729,1,1576.2,1576.2,0.0,963.57,963.57,1576.2,130.04,55.95,TRK344435,PO728700
SO10353,1,59,3,1,1,1,20250314,20250318,20250317,3,47.42,142.26,0.0,22.49,67.47,142.26,11.74,4.2,TRK576133,PO642337
SO10354,2,25,85,1,2,4,20250901,20250905,20250906,1,2496.04,2496.04,0.0,1485.17,1485.17,2496.04,205.92,84.07,TRK768324,PO633618
SO10354,1,46,66,1,3,5,20250927,20251007,20250929,2,695.66,1391.32,0.0,470.4,940.8,1391.32,114.78,24.06,TRK233882,PO426806
SO10354,2,56,150,4,1,3,20250101,20250108,20250106,4,51.95,207.8,31.17,21.17,84.68,176.63,14.57,6.46,TRK592331,PO423668
SO10354,1,38,88,4,1,2,20250614,20250619,20250615,1,2443.29,2443.29,366.49,1457.25,1457.25,2076.8,171.34,35.56,TRK542563,PO460517
SO10354,4,26,51,3,1,1,20240311,20240319,20240313,3,2392.26,7176.78,717.68,1447.45,4342.35,6459.1,532.88,194.0,TRK728896,PO826048
SO10354,1,43,85,1,2,4,20241202,20241207,20241203,2,2345.63,4691.26,0.0,1415.45,2830.9,4691.26,387.03,110.85,TRK620021,PO330063
SO10354,3,29,1,1,2,4,20250930,20251006,20251002,3,740.85,2222.55,0.0,503.82,1511.46,2222.55,183.36,54.28,TRK946485,PO876031
SO10355,1,27,97,1,1,1,20240107,20240115,20240108,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,57.44,TRK249319,PO404691
SO10356,2,25,113,1,1,3,20250103,20250106,20250104,3,2496.04,7488.12,0.0,1485.17,4455.51,7488.12,617.77,119.61,TRK374725,PO853754
SO10356,1,44,45,1,1,2,20240719,20240722,20240721,2,801.07,1602.14,0.0,461.7,923.4,1602.14,132.18,56.53,TRK971834,PO810360
SO10357,3,49,36,2,1,1,20240423,20240501,20240425,3,800.9,2402.7,120.13,463.15,1389.45,2282.57,188.31,43.72,TRK793013,PO279683
SO10358,3,56,135,1,1,1,20240527,20240601,20240603,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,4.08,TRK433396,PO728672
SO10358,3,32,110,2,1,3,20250824,20250830,20250831,1,789.13,789.13,39.46,500.36,500.36,749.67,61.85,19.54,TRK359178,PO155846
SO10359,1,17,72,4,1,2,20250515,20250521,20250521,2,543.13,1086.26,162.94,333.47,666.94,923.32,76.17,11.49,TRK275566,PO633320
SO10360,4,66,100,1,1,2,20250420,20250425,20250423,2,63.0,126.0,0.0,25.09,50.18,126.0,10.4,3.95,TRK850413,PO618827
SO10361,2,35,122,1,1,2,20250820,20250823,20250822,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,25.17,TRK515131,PO329212
SO10361,3,55,79,1,1,3,20250118,20250125,20250123,3,48.64,145.92,0.0,23.6,70.8,145.92,12.04,1.83,TRK566097,PO644022
SO10362,3,30,91,1,2,4,20250608,20250616,20250612,2,739.88,1479.76,0.0,476.63,953.26,1479.76,122.08,34.83,TRK943584,PO621711
SO10363,1,35,82,1,1,1,20250328,20250403,20250331,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,44.56,TRK408824,PO983533
SO10364,2,66,129,1,4,6,20241010,20241016,20241011,4,63.0,252.0,0.0,25.09,100.36,252.0,20.79,3.42,TRK449970,PO306198
SO10364,3,33,85,2,2,4,20251130,20251207,20251202,1,824.9,824.9,41.25,507.46,507.46,783.65,64.65,24.43,TRK108948,PO907483
SO10364,4,37,77,2,1,1,20250217,20250226,20250224,1,829.09,829.09,41.45,471.59,471.59,787.64,64.98,21.58,TRK785864,PO637549
SO10364,4,51,39,1,3,5,20240802,20240812,20240804,2,7.37,14.74,0.0,2.07,4.14,14.74,1.22,0.38,TRK857607,PO953957
SO10365,4,44,119,1,1,2,20240711,20240720,20240718,1,801.07,801.07,0.0,461.7,461.7,801.07,66.09,30.65,TRK571829,PO994376
SO10365,3,4,143,1,4,6,20240511,20240518,20240517,1,2338.05,2338.05,0.0,1307.47,1307.47,2338.05,192.89,24.06,TRK456329,PO336444
SO10366,1,55,108,2,2,4,20250704,20250711,20250707,5,48.64,243.2,12.16,23.6,118.0,231.04,19.06,6.38,TRK245893,PO261156
SO10367,3,51,85,1,2,4,20250204,20250208,20250209,3,7.37,22.11,0.0,2.07,6.21,22.11,1.82,0.48,TRK697179,PO573469
SO10368,1,12,78,1,1,3,20250720,20250725,20250721,1,1607.83,1607.83,0.0,897.63,897.63,1607.83,132.65,55.94,TRK295760,PO308665
SO10369,2,50,18,1,3,5,20241025,20241029,20241029,2,37.64,75.28,0.0,13.75,27.5,75.28,6.21,0.88,TRK442645,PO530819
SO10369,2,21,101,1,1,2,20250304,20250314,20250310,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,44.57,TRK236243,PO315667
SO10369,4,56,80,1,4,6,20240611,20240618,20240616,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,4.18,TRK388820,PO311500
SO10370,4,19,2,1,2,4,20250212,20250218,20250217,2,3766.58,7533.16,0.0,2212.17,4424.34,7533.16,621.49,149.66,TRK582559,PO585171
SO10370,3,6,148,1,2,4,20251023,20251102,20251026,3,2100.96,6302.88,0.0,1401.2,4203.6,6302.88,519.99,195.45,TRK510087,PO742805
SO10370,1,54,45,1,1,2,20250924,20251003,20250928,2,45.95,91.9,0.0,21.77,43.54,91.9,7.58,1.98,TRK512668,PO832582
SO10370,2,31,12,1,1,3,20251005,20251012,20251011,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,31.61,TRK617459,PO531256
SO10371,1,16,142,1,2,4,20240417,20240425,20240421,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,13.33,TRK584617,PO128015
SO10372,2,60,19,1,4,6,20250212,20250218,20250216,3,49.85,149.55,0.0,20.78,62.34,149.55,12.34,1.66,TRK443000,PO802855
SO10373,3,63,119,1,1,2,20250715,20250721,20250721,3,45.08,135.24,0.0,21.38,64.14,135.24,11.16,5.21,TRK982442,PO269205
SO10374,1,3,44,1,1,1,20241028,20241101,20241102,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,147.24,TRK810287,PO386525
SO10374,1,57,40,1,3,5,20240205,20240211,20240209,2,49.0,98.0,0.0,20.87,41.74,98.0,8.09,3.03,TRK509593,PO823880
SO10375,2,57,79,1,1,3,20240219,20240228,20240226,1,49.0,49.0,0.0,20.87,20.87,49.0,4.04,0.79,TRK309700,PO195825
SO10376,1,54,5,4,2,4,20241211,20241217,20241217,1,45.95,45.95,6.89,21.77,21.77,39.06,3.22,1.17,TRK935635,PO975964
SO10377,2,22,43,1,4,6,20240420,20240428,20240423,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,91.93,TRK668016,PO514254
SO10377,1,16,110,1,1,3,20241231,20250108,20250102,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,5.92,TRK508091,PO323103
SO10378,3,29,118,1,4,6,20241012,20241020,20241013,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,8.9,TRK904829,PO727959
SO10379,4,14,128,1,1,3,20250805,20250810,20250808,3,504.81,1514.43,0.0,290.0,870.0,1514.43,124.94,58.72,TRK810830,PO908878
SO10380,4,43,35,1,1,1,20241121,20241201,20241122,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,47.04,TRK500945,PO635849
SO10380,3,65,60,2,4,6,20240114,20240120,20240115,4,68.94,275.76,13.79,28.43,113.72,261.97,21.61,7.46,TRK347879,PO873758
SO10381,2,32,110,1,1,3,20240520,20240528,20240524,2,789.13,1578.26,0.0,500.36,1000.72,1578.26,130.21,29.83,TRK773226,PO139748
SO10381,4,57,61,3,4,6,20240517,20240524,20240520,5,49.0,245.0,24.5,20.87,104.35,220.5,18.19,6.46,TRK779525,PO952188
SO10382,2,4,74,3,3,5,20241205,20241213,20241207,1,2338.05,2338.05,233.81,1307.47,1307.47,2104.24,173.6,34.04,TRK940383,PO820738
SO10383,2,49,57,1,3,5,20250328,20250331,20250329,2,800.9,1601.8,0.0,463.15,926.3,1601.8,132.15,57.82,TRK154638,PO765181
SO10384,4,27,37,1,2,4,20250829,20250904,20250831,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,59.32,TRK426592,PO272132
SO10384,2,32,51,1,1,1,20240911,20240918,20240914,2,789.13,1578.26,0.0,500.36,1000.72,1578.26,130.21,43.07,TRK385066,PO919240
SO10385,4,11,124,1,2,4,20240620,20240630,20240624,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,39.25,TRK897257,PO263450
SO10386,2,3,124,1,2,4,20240326,20240402,20240331,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,119.26,TRK369789,PO498930
SO10386,2,40,119,1,1,2,20250729,20250808,20250730,2,2294.32,4588.64,0.0,1421.92,2843.84,4588.64,378.56,91.76,TRK262240,PO298837
SO10386,3,2,2,2,2,4,20250118,20250128,20250122,2,2120.81,4241.62,212.08,1338.0,2676.0,4029.54,332.44,152.2,TRK502692,PO613331
SO10386,3,10,79,3,1,3,20240507,20240516,20240512,2,1731.69,3463.38,346.34,874.99,1749.98,3117.04,257.16,46.35,TRK908735,PO888086
SO10387,2,66,90,1,1,2,20250112,20250115,20250118,5,63.0,315.0,0.0,25.09,125.45,315.0,25.99,6.79,TRK354125,PO600931
SO10387,2,47,9,2,3,5,20240129,20240203,20240201,3,776.68,2330.04,116.5,455.26,1365.78,2213.54,182.62,62.34,TRK366640,PO359433
SO10387,1,21,149,1,3,5,20240404,20240413,20240408,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,115.22,TRK643725,PO297995
SO10388,1,22,109,1,4,6,20241105,20241114,20241110,2,3422.23,6844.46,0.0,2097.84,4195.68,6844.46,564.67,131.68,TRK214582,PO767083
SO10388,4,45,147,1,4,6,20240802,20240811,20240808,1,693.43,693.43,0.0,427.6,427.6,693.43,57.21,13.34,TRK101655,PO201576
SO10389,2,54,18,1,3,5,20241022,20241031,20241024,4,45.95,183.8,0.0,21.77,87.08,183.8,15.16,2.81,TRK307639,PO610102
SO10390,2,65,47,1,2,4,20240805,20240810,20240807,1,68.94,68.94,0.0,28.43,28.43,68.94,5.69,0.81,TRK371950,PO528649
SO10391,1,14,113,1,1,3,20241027,20241031,20241031,3,504.81,1514.43,0.0,290.0,870.0,1514.43,124.94,20.81,TRK714094,PO346184
SO10392,1,63,123,2,1,1,20240110,20240113,20240113,5,45.08,225.4,11.27,21.38,106.9,214.13,17.67,6.97,TRK201546,PO321321
SO10393,3,1,134,1,4,6,20240929,20241009,20241003,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,147.12,TRK488796,PO814982
SO10393,3,41,88,4,1,2,20251112,20251121,20251116,1,2407.41,2407.41,361.11,1425.74,1425.74,2046.3,168.82,57.96,TRK945435,PO205043
SO10394,2,59,1,1,2,4,20240522,20240525,20240527,5,47.42,237.1,0.0,22.49,112.45,237.1,19.56,3.25,TRK486326,PO573870
SO10394,3,66,122,1,1,2,20240104,20240112,20240105,3,63.0,189.0,0.0,25.09,75.27,189.0,15.59,5.48,TRK810860,PO565888
SO10394,4,63,60,2,4,6,20240324,20240401,20240328,3,45.08,135.24,6.76,21.38,64.14,128.48,10.6,4.9,TRK790318,PO998734
SO10395,4,50,26,1,3,5,20240526,20240529,20240528,2,37.64,75.28,0.0,13.75,27.5,75.28,6.21,1.88,TRK276216,PO567965
SO10395,1,62,30,1,2,4,20240906,20240912,20240908,5,51.18,255.9,0.0,22.11,110.55,255.9,21.11,8.34,TRK210592,PO556018
SO10396,1,21,8,3,2,4,20241014,20241020,20241020,1,3695.11,3695.11,369.51,2013.24,2013.24,3325.6,274.36,58.96,TRK797802,PO242350
SO10397,3,63,137,2,2,4,20241206,20241212,20241211,1,45.08,45.08,2.25,21.38,21.38,42.83,3.53,1.41,TRK495323,PO852293
SO10398,2,56,98,1,1,3,20240428,20240505,20240429,2,51.95,103.9,0.0,21.17,42.34,103.9,8.57,1.39,TRK880788,PO221746
SO10399,4,48,147,3,4,6,20250124,20250127,20250127,1,690.18,690.18,69.02,452.27,452.27,621.16,51.25,7.36,TRK544280,PO435169
SO10400,4,17,94,1,4,6,20250827,20250902,20250828,2,543.13,1086.26,0.0,333.47,666.94,1086.26,89.62,23.74,TRK431272,PO251729
SO10400,1,29,76,1,1,2,20240530,20240606,20240601,2,740.85,1481.7,0.0,503.82,1007.64,1481.7,122.24,48.02,TRK727971,PO435690
SO10401,4,65,80,1,4,6,20250810,20250820,20250816,5,68.94,344.7,0.0,28.43,142.15,344.7,28.44,12.02,TRK161669,PO949566
SO10401,4,20,86,1,1,1,20240818,20240821,20240825,3,3785.07,11355.21,0.0,2197.87,6593.61,11355.21,936.8,377.91,TRK413630,PO954602
SO10402,3,3,41,1,3,5,20250308,20250318,20250311,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,149.47,TRK396080,PO830203
SO10403,2,51,50,1,1,2,20250817,20250820,20250824,1,7.37,7.37,0.0,2.07,2.07,7.37,0.61,0.28,TRK705193,PO244243
SO10403,1,62,114,3,4,6,20240802,20240808,20240809,2,51.18,102.36,10.24,22.11,44.22,92.12,7.6,2.99,TRK479821,PO861221
SO10404,1,14,148,2,2,4,20240531,20240609,20240604,3,504.81,1514.43,75.72,290.0,870.0,1438.71,118.69,43.71,TRK200713,PO472856
SO10405,4,23,122,1,1,2,20250611,20250619,20250616,1,2278.75,2278.75,0.0,1453.1,1453.1,2278.75,188.0,52.44,TRK356902,PO135644
SO10405,1,31,31,1,2,4,20250902,20250907,20250908,2,843.25,1686.5,0.0,496.89,993.78,1686.5,139.14,54.57,TRK915509,PO586197
SO10406,2,36,98,1,1,3,20250111,20250114,20250112,3,745.84,2237.52,0.0,520.44,1561.32,2237.52,184.6,30.2,TRK124145,PO715357
SO10407,4,62,147,1,4,6,20240406,20240411,20240410,2,51.18,102.36,0.0,22.11,44.22,102.36,8.44,2.51,TRK412856,PO699180
SO10408,4,13,33,1,2,4,20250704,20250709,20250708,1,579.5,579.5,0.0,301.9,301.9,579.5,47.81,19.93,TRK167037,PO644107
SO10408,1,69,150,2,1,3,20251029,20251102,20251105,5,32.59,162.95,8.15,14.58,72.9,154.8,12.77,5.04,TRK289440,PO728204
SO10409,2,1,47,1,2,4,20241117,20241121,20241118,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,62.36,TRK192086,PO689820
SO10410,1,5,66,4,3,5,20250602,20250609,20250605,1,2172.52,2172.52,325.88,1294.67,1294.67,1846.64,152.35,72.0,TRK360400,PO415201
SO10411,3,67,12,1,1,3,20250331,20250405,20250405,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,3.41,TRK735617,PO664353
SO10412,2,27,131,1,1,1,20240215,20240221,20240216,3,2351.92,7055.76,0.0,1624.05,4872.15,7055.76,582.1,110.37,TRK240727,PO731394
SO10413,2,28,142,1,2,4,20240511,20240520,20240512,2,2500.86,5001.72,0.0,1544.51,3089.02,5001.72,412.64,132.52,TRK519492,PO578221
SO10414,2,33,22,1,3,5,20240526,20240601,20240527,3,824.9,2474.7,0.0,507.46,1522.38,2474.7,204.16,71.49,TRK849149,PO490219
SO10415,2,66,145,1,1,3,20240606,20240614,20240613,4,63.0,252.0,0.0,25.09,100.36,252.0,20.79,5.8,TRK181290,PO383246
SO10416,3,69,32,1,1,3,20250220,20250224,20250223,1,32.59,32.59,0.0,14.58,14.58,32.59,2.69,0.95,TRK915866,PO386526
SO10416,1,29,38,1,1,1,20250121,20250127,20250125,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,28.56,TRK284267,PO652049
SO10417,1,63,79,1,1,3,20250808,20250815,20250813,1,45.08,45.08,0.0,21.38,21.38,45.08,3.72,0.82,TRK279041,PO433443
SO10418,2,24,100,2,1,2,20251125,20251204,20251129,1,2287.04,2287.04,114.35,1464.07,1464.07,2172.69,179.25,60.33,TRK789504,PO232506
SO10418,4,49,37,2,2,4,20240224,20240303,20240301,2,800.9,1601.8,80.09,463.15,926.3,1521.71,125.54,50.71,TRK841119,PO580024
SO10419,2,57,47,2,2,4,20250529,20250605,20250601,2,49.0,98.0,4.9,20.87,41.74,93.1,7.68,3.59,TRK420012,PO766511
SO10419,2,40,23,2,1,1,20240402,20240406,20240403,2,2294.32,4588.64,229.43,1421.92,2843.84,4359.21,359.63,139.05,TRK703263,PO160200
SO10419,4,37,22,3,3,5,20240111,20240120,20240117,2,829.09,1658.18,165.82,471.59,943.18,1492.36,123.12,37.7,TRK621986,PO640028
SO10420,3,16,137,1,2,4,20240713,20240716,20240719,2,566.54,1133.08,0.0,321.39,642.78,1133.08,93.48,25.78,TRK356089,PO874879
SO10420,3,6,136,1,1,1,20240621,20240627,20240623,2,2100.96,4201.92,0.0,1401.2,2802.4,4201.92,346.66,51.49,TRK153379,PO543256
SO10421,1,49,127,1,1,3,20240425,20240503,20240501,1,800.9,800.9,0.0,463.15,463.15,800.9,66.07,14.01,TRK404154,PO413710
SO10421,1,38,124,1,2,4,20251008,20251017,20251010,1,2443.29,2443.29,0.0,1457.25,1457.25,2443.29,201.57,92.09,TRK585550,PO747756
SO10422,2,8,125,1,1,2,20250416,20250424,20250419,1,1689.57,1689.57,0.0,956.83,956.83,1689.57,139.39,34.83,TRK521598,PO471754
SO10423,2,13,3,1,1,1,20240327,20240401,20240331,2,579.5,1159.0,0.0,301.9,603.8,1159.0,95.62,15.9,TRK906824,PO788530
SO10424,3,29,65,1,2,4,20241102,20241110,20241106,2,740.85,1481.7,0.0,503.82,1007.64,1481.7,122.24,54.48,TRK213974,PO559876
SO10424,1,21,113,1,1,3,20250320,20250323,20250323,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,134.9,TRK298775,PO398739
SO10424,3,18,11,1,3,5,20241205,20241208,20241207,2,529.51,1059.02,0.0,312.58,625.16,1059.02,87.37,31.76,TRK224562,PO541550
SO10424,4,64,126,2,1,2,20241128,20241207,20241203,5,45.23,226.15,11.31,23.51,117.55,214.84,17.72,6.83,TRK237801,PO215063
SO10425,3,3,28,1,1,2,20250527,20250530,20250603,1,2283.24,2283.24,0.0,1439.58,1439.58,2283.24,188.37,69.71,TRK550536,PO726090
SO10426,2,56,3,1,1,1,20250512,20250516,20250519,3,51.95,155.85,0.0,21.17,63.51,155.85,12.86,3.56,TRK361584,PO394795
SO10426,2,34,30,1,2,4,20250315,20250321,20250319,3,748.1,2244.3,0.0,449.62,1348.86,2244.3,185.15,70.01,TRK297833,PO996398
SO10427,2,30,39,1,3,5,20240209,20240216,20240211,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,28.02,TRK195352,PO153430
SO10428,4,53,98,1,1,3,20251010,20251016,20251012,4,47.17,188.68,0.0,22.5,90.0,188.68,15.57,3.79,TRK775149,PO154164
SO10429,1,15,78,1,1,3,20241225,20250103,20241227,1,570.02,570.02,0.0,315.14,315.14,570.02,47.03,11.17,TRK100561,PO154662
SO10429,3,28,83,1,1,1,20250913,20250917,20250917,1,2500.86,2500.86,0.0,1544.51,1544.51,2500.86,206.32,38.88,TRK450520,PO419141
SO10429,3,13,29,1,1,1,20250719,20250724,20250722,3,579.5,1738.5,0.0,301.9,905.7,1738.5,143.43,36.19,TRK349825,PO781834
SO10430,2,27,71,1,4,6,20240418,20240423,20240424,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,151.83,TRK302299,PO838889
SO10430,2,13,115,4,1,3,20250925,20251003,20250928,1,579.5,579.5,86.92,301.9,301.9,492.58,40.64,15.64,TRK659475,PO855781
SO10430,3,6,40,1,3,5,20250717,20250724,20250724,1,2100.96,2100.96,0.0,1401.2,1401.2,2100.96,173.33,74.8,TRK483791,PO570267
SO10430,2,56,31,1,2,4,20250620,20250623,20250622,1,51.95,51.95,0.0,21.17,21.17,51.95,4.29,1.45,TRK403726,PO147652
SO10431,1,8,145,1,1,3,20250211,20250221,20250217,3,1689.57,5068.71,0.0,956.83,2870.49,5068.71,418.17,131.66,TRK273558,PO559008
SO10432,2,50,131,2,1,1,20250214,20250221,20250216,4,37.64,150.56,7.53,13.75,55.0,143.03,11.8,2.22,TRK720875,PO830565
SO10433,3,66,3,1,1,1,20250621,20250628,20250624,3,63.0,189.0,0.0,25.09,75.27,189.0,15.59,6.72,TRK678972,PO224888
SO10433,2,29,44,1,1,1,20241025,20241028,20241031,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,10.7,TRK383571,PO929026
SO10434,1,32,14,1,1,3,20240102,20240110,20240108,1,789.13,789.13,0.0,500.36,500.36,789.13,65.1,22.22,TRK839730,PO675956
SO10435,3,18,68,3,3,5,20241028,20241105,20241029,2,529.51,1059.02,105.9,312.58,625.16,953.12,78.63,27.43,TRK329931,PO865960
SO10436,3,23,72,4,1,2,20250704,20250708,20250710,1,2278.75,2278.75,341.81,1453.1,1453.1,1936.94,159.8,62.7,TRK756649,PO765117
SO10436,4,27,142,1,2,4,20241002,20241008,20241007,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,135.91,TRK263201,PO567723
SO10437,2,56,60,1,4,6,20250505,20250509,20250509,2,51.95,103.9,0.0,21.17,42.34,103.9,8.57,1.6,TRK298033,PO697329
SO10437,2,24,126,1,1,2,20241113,20241118,20241115,3,2287.04,6861.12,0.0,1464.07,4392.21,6861.12,566.04,236.88,TRK172827,PO250494
SO10438,1,55,19,1,4,6,20251022,20251031,20251023,2,48.64,97.28,0.0,23.6,47.2,97.28,8.03,3.09,TRK732599,PO204574
SO10439,2,50,97,1,1,1,20240114,20240117,20240116,1,37.64,37.64,0.0,13.75,13.75,37.64,3.11,0.66,TRK757860,PO728765
SO10439,4,2,4,1,3,5,20241212,20241216,20241214,1,2120.81,2120.81,0.0,1338.0,1338.0,2120.81,174.97,30.07,TRK955076,PO271069
SO10440,1,43,79,1,1,3,20240227,20240305,20240304,2,2345.63,4691.26,0.0,1415.45,2830.9,4691.26,387.03,123.42,TRK207809,PO671098
SO10441,4,14,76,3,1,2,20250301,20250306,20250302,2,504.81,1009.62,100.96,290.0,580.0,908.66,74.96,33.95,TRK504103,PO254535
SO10441,1,37,91,3,2,4,20251201,20251210,20251207,1,829.09,829.09,82.91,471.59,471.59,746.18,61.56,27.26,TRK615711,PO277795
SO10442,1,29,29,4,1,1,20241015,20241023,20241016,1,740.85,740.85,111.13,503.82,503.82,629.72,51.95,17.93,TRK145452,PO733870
SO10442,3,23,39,1,3,5,20250906,20250911,20250912,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,103.72,TRK755106,PO957276
SO10442,1,45,74,1,3,5,20250526,20250603,20250529,1,693.43,693.43,0.0,427.6,427.6,693.43,57.21,23.8,TRK927175,PO102284
SO10443,3,19,39,1,3,5,20250402,20250412,20250409,1,3766.58,3766.58,0.0,2212.17,2212.17,3766.58,310.74,45.27,TRK251695,PO194840
SO10443,4,17,83,2,1,1,20241227,20250104,20241231,1,543.13,543.13,27.16,333.47,333.47,515.97,42.57,11.72,TRK730973,PO932046
SO10444,2,18,86,3,1,1,20250127,20250205,20250201,3,529.51,1588.53,158.85,312.58,937.74,1429.68,117.95,35.62,TRK503310,PO187679
SO10445,1,54,149,1,3,5,20240812,20240816,20240814,4,45.95,183.8,0.0,21.77,87.08,183.8,15.16,3.83,TRK480002,PO685498
SO10445,2,18,122,1,1,2,20241223,20241231,20241230,1,529.51,529.51,0.0,312.58,312.58,529.51,43.68,18.79,TRK409012,PO582752
SO10445,2,54,37,1,2,4,20240817,20240820,20240823,2,45.95,91.9,0.0,21.77,43.54,91.9,7.58,1.3,TRK495796,PO868691
SO10445,1,55,7,1,1,1,20240418,20240422,20240422,2,48.64,97.28,0.0,23.6,47.2,97.28,8.03,3.42,TRK254021,PO482986
SO10446,2,11,37,1,2,4,20250805,20250814,20250807,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,57.05,TRK884447,PO653071
SO10447,1,61,77,2,1,1,20250330,20250402,20250402,3,51.06,153.18,7.66,22.14,66.42,145.52,12.01,1.94,TRK733521,PO887619
SO10448,3,65,45,1,1,2,20250309,20250319,20250314,2,68.94,137.88,0.0,28.43,56.86,137.88,11.38,4.32,TRK843810,PO338356
SO10449,1,21,109,4,4,6,20250618,20250627,20250620,1,3695.11,3695.11,554.27,2013.24,2013.24,3140.84,259.12,101.43,TRK329540,PO511346
SO10450,3,10,48,1,1,3,20241116,20241125,20241123,3,1731.69,5195.07,0.0,874.99,2624.97,5195.07,428.59,111.25,TRK778058,PO544828
SO10451,1,35,50,1,1,2,20250106,20250114,20250107,1,758.91,758.91,0.0,467.94,467.94,758.91,62.61,13.04,TRK168492,PO322203
SO10451,1,40,3,1,1,1,20251015,20251018,20251017,1,2294.32,2294.32,0.0,1421.92,1421.92,2294.32,189.28,41.47,TRK691123,PO928611
SO10451,2,6,124,1,2,4,20241112,20241115,20241115,1,2100.96,2100.96,0.0,1401.2,1401.2,2100.96,173.33,68.39,TRK429748,PO888363
SO10452,2,46,101,2,1,2,20240409,20240417,20240413,1,695.66,695.66,34.78,470.4,470.4,660.88,54.52,24.38,TRK124835,PO715698
SO10453,1,62,98,3,1,3,20240208,20240215,20240210,4,51.18,204.72,20.47,22.11,88.44,184.25,15.2,2.68,TRK853362,PO342818
SO10454,3,19,56,1,1,2,20250528,20250605,20250601,3,3766.58,11299.74,0.0,2212.17,6636.51,11299.74,932.23,379.23,TRK753756,PO997531
SO10455,2,6,111,2,4,6,20250131,20250206,20250202,3,2100.96,6302.88,315.14,1401.2,4203.6,5987.74,493.99,238.97,TRK694438,PO758285
SO10456,3,13,128,1,1,3,20241112,20241116,20241116,1,579.5,579.5,0.0,301.9,301.9,579.5,47.81,7.43,TRK269316,PO171472
SO10456,4,47,72,1,1,2,20240702,20240712,20240705,1,776.68,776.68,0.0,455.26,455.26,776.68,64.08,30.74,TRK781880,PO247269
